File,Outputs,Mean [ms],StdDev [ms],RelStdDev [%],Best [ms],Median [ms],Worst [ms], ResultsConsistent, Results
Vo/voila/voila_evaluation_examples/strong_spec/errors/BagStack/BagStack-I.2.vl.vpr,1,11806,147,1,11682,11724,12013,true,450.15-invariant.not.preserved:assertion.false,boogieTime=9176
Vo/voila/voila_evaluation_examples/strong_spec/errors/BagStack/BagStack-I.3.vl.vpr,2,12245,205,1,12065,12137,12533,true,1339.9-call.precondition:insufficient.permission;874.7-call.precondition:insufficient.permission,boogieTime=9415
Vo/voila/voila_evaluation_examples/strong_spec/errors/BagStack/BagStack-I.4.vl.vpr,3,10796,141,1,10668,10726,10994,true,2169.7-fold.failed:insufficient.permission;2841.9-fold.failed:insufficient.permission;3424.10-assert.failed:assertion.false,boogieTime=8528
Vo/voila/voila_evaluation_examples/strong_spec/errors/CasCounter/CASCounter-I.1.vl.vpr,2,2222,12,0,2212,2215,2240,true,647.18-invariant.not.established:insufficient.permission;648.18-invariant.not.established:insufficient.permission,boogieTime=1560
Vo/voila/voila_evaluation_examples/strong_spec/errors/CasCounter/CASCounter-I.2.vl.vpr,1,2281,3,0,2277,2281,2286,true,408.15-invariant.not.preserved:assertion.false,boogieTime=1630
Vo/voila/voila_evaluation_examples/strong_spec/errors/CasCounter/CASCounter-I.3.vl.vpr,2,2338,8,0,2326,2344,2345,true,648.18-invariant.not.established:assertion.false;648.18-invariant.not.preserved:assertion.false,boogieTime=1679
Vo/voila/voila_evaluation_examples/strong_spec/errors/CasCounter/CASCounter-I.4.vl.vpr,3,2106,2,0,2104,2106,2109,true,1110.5-assignment.failed:insufficient.permission;500.5-assignment.failed:insufficient.permission;933.3-assignment.failed:insufficient.permission,boogieTime=1457
Vo/voila/voila_evaluation_examples/strong_spec/errors/TicketLock/TicketLock-I.1.vl.vpr,2,5516,43,0,5481,5489,5578,true,1436.18-invariant.not.established:insufficient.permission;1437.18-invariant.not.established:insufficient.permission,boogieTime=3666
Vo/voila/voila_evaluation_examples/strong_spec/errors/TicketLock/TicketLock-I.2.vl.vpr,1,5923,49,0,5856,5940,5973,true,801.15-invariant.not.preserved:assertion.false,boogieTime=4072
Vo/voila/voila_evaluation_examples/strong_spec/errors/TicketLock/TicketLock-I.3.vl.vpr,1,5971,65,1,5881,6002,6032,true,1779.16-exhale.failed:insufficient.permission,boogieTime=4105
Vo/voila/voila_evaluation_examples/strong_spec/errors/TicketLock/TicketLock-I.4.vl.vpr,2,5481,13,0,5463,5489,5493,true,1431.17-invariant.not.established:insufficient.permission;1992.3-fold.failed:assertion.false,boogieTime=3814
Vo/voila/voila_evaluation_examples/strong_spec/errors/TicketLockClient/TicketLockClient-I.2.vl.vpr,1,3875,15,0,3860,3869,3896,true,460.15-invariant.not.preserved:assertion.false,boogieTime=2887
Vo/voila/voila_evaluation_examples/strong_spec/errors/TicketLockClient/TicketLockClient-I.3.vl.vpr,1,3730,32,0,3703,3712,3776,true,1132.5-fold.failed:assertion.false,boogieTime=2713
Vo/voila/voila_evaluation_examples/strong_spec/errors/TicketLockClient/TicketLockClient-I.4.vl.vpr,2,3763,13,0,3744,3768,3777,true,1063.12-exhale.failed:insufficient.permission;783.5-assignment.failed:insufficient.permission,boogieTime=2732
Vo/voila/voila_evaluation_examples/weak_spec/correct/BagStack.vl.vpr,0,8419,260,3,8227,8244,8787,true,success,boogieTime=6271
Vo/voila/voila_evaluation_examples/weak_spec/correct/BoundedCounter.vl.vpr,0,1640,12,0,1629,1635,1658,true,success,boogieTime=1220
Vo/voila/voila_evaluation_examples/weak_spec/correct/CASCounter.vl.vpr,0,1639,15,0,1618,1648,1652,true,success,boogieTime=1250
Vo/voila/voila_evaluation_examples/weak_spec/correct/CounterClient.vl.vpr,0,9520,65,0,9429,9552,9580,true,success,boogieTime=6506
Vo/voila/voila_evaluation_examples/weak_spec/correct/ForkJoin.vl.vpr,0,1244,2,0,1241,1244,1248,true,success,boogieTime=961
Vo/voila/voila_evaluation_examples/weak_spec/correct/ForkJoinClient.vl.vpr,0,4251,20,0,4229,4247,4279,true,success,boogieTime=2953
Vo/voila/voila_evaluation_examples/weak_spec/correct/IncDec.vl.vpr,0,2684,9,0,2676,2678,2698,true,success,boogieTime=1879
Vo/voila/voila_evaluation_examples/weak_spec/correct/SpinLock.vl.vpr,0,1534,19,1,1517,1524,1561,true,success,boogieTime=1141
Vo/voila/voila_evaluation_examples/weak_spec/correct/TicketLock.vl.vpr,0,3048,31,1,3017,3036,3091,true,success,boogieTime=2251
Vo/voila/voila_evaluation_examples/weak_spec/correct/TicketLockClient.vl.vpr,0,3267,14,0,3249,3270,3284,true,success,boogieTime=2437
Vo/voila/voila_evaluation_examples/weak_spec/errors/BagStack/BagStack.1.vl.vpr,2,8118,169,2,7985,8012,8358,true,1014.5-assignment.failed:insufficient.permission;834.16-invariant.not.established:insufficient.permission,boogieTime=6049
Vo/voila/voila_evaluation_examples/weak_spec/errors/BagStack/BagStack.2.vl.vpr,1,8567,150,1,8362,8621,8719,true,337.11-postcondition.violated:assertion.false,boogieTime=6624
Vo/voila/voila_evaluation_examples/weak_spec/errors/BagStack/BagStack.3.vl.vpr,2,8831,122,1,8736,8754,9005,true,1163.7-call.precondition:insufficient.permission;730.5-call.precondition:insufficient.permission,boogieTime=6480
Vo/voila/voila_evaluation_examples/weak_spec/errors/BagStack/BagStack.4.vl.vpr,3,7695,59,0,7618,7703,7764,true,1821.5-fold.failed:insufficient.permission;2460.7-fold.failed:insufficient.permission;3004.10-assert.failed:assertion.false,boogieTime=6022
Vo/voila/voila_evaluation_examples/weak_spec/errors/CasCounter/CASCounter.1.vl.vpr,1,1623,7,0,1613,1626,1631,true,336.14-postcondition.violated:assertion.false,boogieTime=1241
Vo/voila/voila_evaluation_examples/weak_spec/errors/CasCounter/CASCounter.2.vl.vpr,1,1602,5,0,1597,1601,1610,true,336.14-postcondition.violated:assertion.false,boogieTime=1231
Vo/voila/voila_evaluation_examples/weak_spec/errors/CasCounter/CASCounter.3.vl.vpr,2,1657,4,0,1652,1658,1662,true,489.10-assert.failed:assertion.false;696.12-assert.failed:assertion.false,boogieTime=1270
Vo/voila/voila_evaluation_examples/weak_spec/errors/CasCounter/CASCounter.4.vl.vpr,2,1514,3,0,1512,1512,1519,true,404.3-assignment.failed:insufficient.permission;818.3-assignment.failed:insufficient.permission,boogieTime=1139
Vo/voila/voila_evaluation_examples/weak_spec/errors/TicketLock/TicketLock.1.vl.vpr,4,3708,54,1,3636,3721,3768,true,669.16-invariant.not.established:insufficient.permission;669.16-invariant.not.preserved:insufficient.permission;973.15-invariant.not.established:insufficient.permission;975.15-invariant.not.established:assertion.false,boogieTime=2908
Vo/voila/voila_evaluation_examples/weak_spec/errors/TicketLock/TicketLock.2.vl.vpr,1,3115,77,2,3051,3072,3224,true,435.11-postcondition.violated:insufficient.permission,boogieTime=2398
Vo/voila/voila_evaluation_examples/weak_spec/errors/TicketLock/TicketLock.3.vl.vpr,4,3166,7,0,3156,3169,3173,true,606.3-fold.failed:assertion.false;606.3-fold.failed:insufficient.permission;831.5-fold.failed:assertion.false;831.5-fold.failed:insufficient.permission,boogieTime=2558
Vo/voila/voila_evaluation_examples/weak_spec/errors/TicketLock/TicketLock.4.vl.vpr,3,3116,112,3,3009,3068,3272,true,1273.3-fold.failed:assertion.false;669.16-invariant.not.established:insufficient.permission;669.16-invariant.not.preserved:insufficient.permission,boogieTime=2603
Vo/voila/voila_evaluation_examples/weak_spec/errors/TicketLockClient/TicketLockClient.2.vl.vpr,1,3440,18,0,3423,3432,3465,true,361.11-postcondition.violated:assertion.false,boogieTime=2603
Vo/voila/voila_evaluation_examples/weak_spec/errors/TicketLockClient/TicketLockClient.3.vl.vpr,1,3288,2,0,3286,3287,3291,true,988.3-fold.failed:assertion.false,boogieTime=2468
Vo/voila/voila_evaluation_examples/weak_spec/errors/TicketLockClient/TicketLockClient.4.vl.vpr,2,3284,2,0,3281,3284,3287,true,645.3-assignment.failed:insufficient.permission;920.10-exhale.failed:insufficient.permission,boogieTime=2470
